"plant","num_leaf_segments","num_uninfected","perc_infected","blackSpore","Undifilum","unk_infections","notAlfuInfected","morphospecies_not_counting_Undifilum","notes","startCulturedate","endCultureDate","Height","Width","Length","Flowering.","Weight.mg.","d15N....vs..air.","wt...N","d13C....vs..VPDB.","wt...C","percN","percC","m1","m2","m3","a1","a2","a3","m4","a4","X","treament","status","DateFlowering","DateFruiting","width","height","length","vol","X.Fl_Stems_atCollectionTime","X.Fl_stemsEndOfYear","X.LeavesCollection","X.LeavesEndofYear","lvs_with_herbivory","lvs_with_fungus","blackdotFungusPresence","leafarea_avg","sla_1","sla_2","sla_3","sla_4","sla_avg","ndfa","tube_before","tube_after","sample_mg","Calculated.amount","top","bottom","X..Swainsonine","sequenced","Otu4","Otu58","Otu77","Otu86","Otu101","Otu9","Otu11","Otu10","Otu54","Otu42","Otu40","Otu74","Otu72","Otu79","Otu6","Otu70","Otu62","Otu7","Otu99","Otu76","Otu100","bactOtu100","bactOtu101","bactOtu103","bactOtu104","bactOtu105","bactOtu107","bactOtu108","bactOtu110","bactOtu111","bactOtu112","bactOtu114","bactOtu115","bactOtu116","bactOtu117","bactOtu119","bactOtu12","bactOtu120","bactOtu124","bactOtu126","bactOtu127","bactOtu128","bactOtu129","bactOtu130","bactOtu132","bactOtu134","bactOtu135","bactOtu136","bactOtu137","bactOtu139","bactOtu14","bactOtu141","bactOtu142","bactOtu144","bactOtu145","bactOtu146","bactOtu147","bactOtu148","bactOtu149","bactOtu150","bactOtu152","bactOtu153","bactOtu155","bactOtu157","bactOtu158","bactOtu159","bactOtu16","bactOtu161","bactOtu163","bactOtu165","bactOtu166","bactOtu167","bactOtu168","bactOtu169","bactOtu170","bactOtu171","bactOtu172","bactOtu173","bactOtu174","bactOtu175","bactOtu176","bactOtu177","bactOtu178","bactOtu179","bactOtu180","bactOtu181","bactOtu182","bactOtu184","bactOtu185","bactOtu186","bactOtu187","bactOtu188","bactOtu190","bactOtu20","bactOtu21","bactOtu22","bactOtu23","bactOtu26","bactOtu28","bactOtu32","bactOtu40","bactOtu42","bactOtu45","bactOtu46","bactOtu47","bactOtu48","bactOtu5","bactOtu56","bactOtu57","bactOtu6","bactOtu61","bactOtu62","bactOtu65","bactOtu66","bactOtu67","bactOtu68","bactOtu7","bactOtu71","bactOtu76","bactOtu77","bactOtu78","bactOtu82","bactOtu85","bactOtu86","bactOtu87","bactOtu88","bactOtu89","bactOtu9","bactOtu90","bactOtu91","bactOtu92","bactOtu93","bactOtu94","bactOtu97"
"126",8,0,1,3,0,5,8,3,"","9/17/17","10/7/17",10,21,17,"",NA,NA,NA,NA,NA,NA,NA,6.48,3.15,4.38,0.544,0.345,0.419,NA,NA,"","treated_plus","good",NA,NA,20,13,14,NA,NA,NA,15,NA,NA,5,"",0.577,0.0839506172839506,0.10952380952381,0.095662100456621,NA,0.0963788424214604,NA,NA,NA,NA,NA,NA,NA,NA,"yes",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",18,18,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",19,53,45,"",3.322,0.98,4.83,-29.58,44.38,1.45394340758579,13.3594220349187,4.52,10.75,2.72,0.615,0.934,0.426,NA,NA,"","untreated_neg","good",NA,NA,54,27,47,NA,NA,NA,140,NA,NA,22,"yes",0.74375,0.136061946902655,0.0868837209302326,0.156617647058824,NA,0.126521104963904,55.9139784946237,1233.45,1266.47,33.02,"NF","#VALUE!",6604,0,"yes",1242,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,10,"",NA,NA,NA,NA,NA,NA,NA,3.37,5.35,3.97,0.242,0.418,0.295,NA,NA,"","treated_controlneg","weak",NA,NA,13,7,8,NA,NA,NA,5,NA,NA,NA,"",0.48875,0.0718100890207715,0.0781308411214953,0.0743073047858942,NA,0.0747494116427204,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,9,"",3.577,1.24,3.3,-29.86,43.76,0.922560805143975,12.2337154039698,4.62,3.42,4.58,0.376,0.452,0.408,NA,NA,"","treated_plus","good",NA,NA,15,13,13,NA,NA,NA,5,NA,2,NA,"",0.559,0.0813852813852814,0.132163742690058,0.0890829694323144,NA,0.100877331169218,52.4193548387097,1286.45,1310.72,24.27,"2.208","3.31271860",4854,0.068,"yes",176,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",9,24,24,"",3.664,1.1,2.93,-29.46,44.03,0.799672489082969,12.0169213973799,1.76,2.22,2.37,0.218,0.271,0.228,NA,NA,"","treated_neg","good",NA,NA,24,11,17,NA,NA,NA,32,NA,NA,8,"",0.42925,0.123863636363636,0.122072072072072,0.0962025316455696,NA,0.114046080027093,54.3010752688172,1285.4,1328.16,42.76,"NF","#VALUE!",8552,0,"yes",277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"131",9,9,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",9,11,10,"",3.049,1.67,3.96,-30.39,41.08,1.29878648737291,13.4732699245654,2.34,1.77,1.02,0.299,0.275,0.181,NA,NA,"","untreated_neg","good",NA,NA,14,12,14,NA,NA,NA,7,NA,2,3,"",0.43875,0.127777777777778,0.155367231638418,0.177450980392157,NA,0.153531996602784,46.6397849462366,1249.71,1257.97,8.26,"NF","#VALUE!",1652,0,"yes",4076,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
"133",8,8,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",12,29,21,"",3.8,-1.55,3.66,-29.99,45.61,0.963157894736842,12.0026315789474,2.64,1.69,2.28,0.281,0.218,0.245,NA,NA,"","treated_neg","good",NA,NA,26,11,17,NA,NA,NA,35,NA,NA,NA,"",0.436,0.106439393939394,0.128994082840237,0.107456140350877,NA,0.114296539043503,89.9193548387097,1244.57,1271.8,27.23,"NF","#VALUE!",5446,0,"yes",91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",9,4,0.555555556,NA,0,NA,0,1,"","9/17/17","10/28/17",5,17,15,"",3.984,1.21,2.31,-29.24,42.21,0.579819277108434,10.5948795180723,1.69,1.91,1.93,0.135,0.118,0.125,NA,NA,"","treated_plus","good",NA,NA,15,9,14,NA,NA,NA,9,NA,NA,3,"",0.3445,0.0798816568047337,0.0617801047120419,0.0647668393782384,NA,0.0688095336316713,52.8225806451613,1307.91,1337.03,29.12,"NF","#VALUE!",5824,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",9,NA,1,1,9,NA,1,NA,"","9/17/17","10/7/17",11,19,15,"",3.56,1.3,2.48,-30.33,40.09,0.696629213483146,11.2612359550562,3.5,3.33,1.94,0.3,0.323,0.181,NA,NA,"","untreated_plus","good",NA,NA,15,13,12,NA,NA,NA,12,NA,1,3,"",0.451,0.0857142857142857,0.096996996996997,0.093298969072165,NA,0.0920034172611492,51.6129032258064,1233.82,1282.5,48.68,"7.598","11.39640851",9736,0.117,"yes",620,2,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",18,4,0.777777778,NA,0,1,1,1,"fuzzy tan","9/16/17","10/28/17",20,56,52,"y",3.754,0.2,5.2,-28.41,46.23,1.38518913159297,12.3148641449121,5.4,11.23,4.56,0.544,0.96,0.461,NA,NA,"","untreated_plus","good",NA,NA,47,16,40,NA,4,NA,140,NA,17,16,"",0.74125,0.100740740740741,0.0854853072128228,0.10109649122807,NA,0.0957741797272112,66.3978494623656,1232.71,1283.13,50.42,"2.058","3.08642865",10084,0.031,"yes",998,6,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",13,48,43,"",3.452,-0.51,4.67,-29.87,44.89,1.35283893395133,13.0040556199305,5.04,2.7,4.02,0.418,0.36,0.604,NA,NA,"","untreated_neg","good",NA,NA,45,19,42,NA,NA,NA,64,NA,NA,10,"",0.5955,0.0829365079365079,0.133333333333333,0.150248756218905,NA,0.122172865829582,75.9408602150538,1298.07,1325.39,27.32,"NF","#VALUE!",5464,0,"yes",350,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,50,48,"",3.425,2.87,4.52,-27.86,44.37,1.31970802919708,12.9547445255474,5.83,12.23,7.26,0.467,0.785,0.676,NA,NA,"","untreated_neg","good",NA,NA,51,24,49,NA,NA,NA,103,NA,12,NA,"",0.732,0.0801029159519726,0.0641864268192968,0.0931129476584022,NA,0.0791340968098905,30.510752688172,1241.04,1289.77,48.73,"NF","#VALUE!",9746,0,"yes",137,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,10,"",NA,NA,NA,NA,NA,NA,NA,1.09,1.82,2.77,0.126,0.161,0.286,NA,NA,"","treated_controlplus","weak",NA,NA,10,10,8,NA,NA,NA,4,NA,NA,NA,"",0.39325,0.115596330275229,0.0884615384615385,0.103249097472924,NA,0.102435655403231,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",11,NA,1,11,NA,NA,11,NA,"fuzzy grayer","9/17/17","10/7/17",12,22,18,"",3.206,0.88,2.09,-30.23,41.92,0.651902682470368,13.0754834684966,1.68,1.65,2.61,0.165,0.192,0.272,NA,NA,"","treated_plus","good",NA,NA,19,13,16,NA,NA,NA,28,NA,2,NA,"",0.40725,0.0982142857142857,0.116363636363636,0.104214559386973,NA,0.106264160488298,57.258064516129,1286.37,1304.19,17.82,"1.396","2.09330404",3564,0.059,"yes",582,1,1,0,0,0,0,0,0,0,0,0,0,0,256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",11,0,1,NA,11,NA,0,NA,"","","",12,22,18,"",3.206,0.88,2.09,-30.23,41.92,0.651902682470368,13.0754834684966,1.68,1.65,2.61,0.165,0.192,0.272,NA,NA,"","treated_plus","good",NA,NA,19,13,16,NA,NA,NA,28,NA,2,NA,"",0.40725,0.0982142857142857,0.116363636363636,0.104214559386973,NA,0.106264160488298,57.258064516129,1286.37,1304.19,17.82,"1.396","2.09330404",3564,0.059,"yes",582,1,1,0,0,0,0,0,0,0,0,0,0,0,256,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,9,"",NA,NA,NA,NA,NA,NA,NA,3.62,2.04,3.48,0.29,0.234,0.248,NA,NA,"","treated_controlplus","weak",NA,NA,9,8,9,NA,NA,NA,4,NA,NA,NA,"",0.443,0.0801104972375691,0.114705882352941,0.071264367816092,NA,0.0886935824688674,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",9,NA,NA,NA,NA,NA,NA,1,"","9/17/17","10/7/17",14,38,36,"y",3.494,-1.26,3.33,-29.61,44.06,0.953062392673154,12.610188895249,1.95,1.81,2.97,0.207,0.239,0.264,NA,NA,"","treated_neg","good",NA,NA,37,13,36,NA,1,NA,64,NA,1,3,"",0.4275,0.106153846153846,0.132044198895028,0.0888888888888889,NA,0.109028977979254,86.0215053763441,1285.95,1329.55,43.6,"NF","#VALUE!",8720,0,"yes",289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,14,"",3.065,0.93,2.08,-30.34,41.58,0.67862969004894,13.5660685154976,1.51,1.73,2.36,0.174,0.184,0.195,NA,NA,"","treated_plus","good",NA,NA,16,11,13,NA,NA,NA,17,NA,NA,4,"",0.38825,0.11523178807947,0.10635838150289,0.0826271186440678,NA,0.101405762742143,56.5860215053764,1241.35,1267.84,26.49,"NF","#VALUE!",5298,0,"yes",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",12,12,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",12,30,29,"",NA,NA,NA,NA,NA,NA,NA,4.49,3.12,3.32,0.503,0.386,0.348,NA,NA,"","controlNeg","good",NA,NA,28,17,22,NA,NA,NA,38,NA,3,10,"",0.55925,0.112026726057906,0.123717948717949,0.104819277108434,NA,0.113521317294763,NA,NA,NA,NA,NA,NA,NA,NA,"yes",121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,24,"",NA,NA,NA,NA,NA,NA,NA,2.86,1.91,2.3,0.272,0.169,0.26,NA,NA,"","treated_neg","good",NA,NA,21,15,20,NA,NA,NA,27,NA,NA,NA,"",0.42525,0.0951048951048951,0.0884816753926702,0.11304347826087,NA,0.0988766829194783,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,9,"",NA,NA,NA,NA,NA,NA,NA,4.36,4.49,3.41,0.25,0.286,0.282,NA,NA,"","untreated_plus","weak",NA,NA,10,8,8,NA,NA,NA,5,NA,NA,NA,"",0.4545,0.0573394495412844,0.0636971046770601,0.0826979472140762,NA,0.0679115004774736,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",8,8,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",19,47,32,"",3.288,-1.32,2.63,-28.98,42.66,0.799878345498783,12.9744525547445,2.75,2,3.09,0.269,0.292,0.279,NA,NA,"","treated_neg","good",NA,NA,40,20,24,NA,2,NA,81,NA,3,8,"",0.46,0.0978181818181818,0.146,0.0902912621359223,NA,0.111369814651368,86.8279569892473,1307.49,1348.95,41.46,"NF","#VALUE!",8292,0,"yes",39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,57,53,"y",3.109,-0.89,4.05,-28.56,43,1.30266966870376,13.8308137664844,7.3,4.68,5.41,0.747,0.492,0.667,NA,NA,"","treated_plus","good",NA,NA,52,34,46,NA,NA,NA,82,NA,6,NA,"",0.7265,0.102328767123288,0.105128205128205,0.123290203327172,NA,0.110249058526222,81.0483870967742,1240.7,1281.95,41.25,"NF","#VALUE!",8250,0,"yes",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
